pays,annee,icf,region,flag
Nouvelle-Zelande,1988,2.098,Océanie,🇳🇿
Nouvelle-Zelande,1989,2.121,Océanie,🇳🇿
Nouvelle-Zelande,1990,2.167,Océanie,🇳🇿
Nouvelle-Zelande,1991,2.092,Océanie,🇳🇿
Nouvelle-Zelande,1992,2.06,Océanie,🇳🇿
Nouvelle-Zelande,1993,2.038,Océanie,🇳🇿
Nouvelle-Zelande,1994,1.982,Océanie,🇳🇿
Nouvelle-Zelande,1995,1.979,Océanie,🇳🇿
Nouvelle-Zelande,1996,1.961,Océanie,🇳🇿
Nouvelle-Zelande,1997,1.956,Océanie,🇳🇿
Nouvelle-Zelande,1998,1.895,Océanie,🇳🇿
Nouvelle-Zelande,1999,1.966,Océanie,🇳🇿
Nouvelle-Zelande,2000,1.977,Océanie,🇳🇿
Nouvelle-Zelande,2001,1.964,Océanie,🇳🇿
Nouvelle-Zelande,2002,1.892,Océanie,🇳🇿
Nouvelle-Zelande,2003,1.929,Océanie,🇳🇿
Nouvelle-Zelande,2004,1.976,Océanie,🇳🇿
Nouvelle-Zelande,2005,1.961,Océanie,🇳🇿
Nouvelle-Zelande,2006,2.01,Océanie,🇳🇿
Nouvelle-Zelande,2007,2.169,Océanie,🇳🇿
Nouvelle-Zelande,2008,2.187,Océanie,🇳🇿
Nouvelle-Zelande,2009,2.133,Océanie,🇳🇿
Nouvelle-Zelande,2010,2.165,Océanie,🇳🇿
Nouvelle-Zelande,2011,2.096,Océanie,🇳🇿
Nouvelle-Zelande,2012,2.087,Océanie,🇳🇿
Nouvelle-Zelande,2013,2.004,Océanie,🇳🇿
Nouvelle-Zelande,2014,1.925,Océanie,🇳🇿
Nouvelle-Zelande,2015,1.982,Océanie,🇳🇿
Nouvelle-Zelande,2016,1.876,Océanie,🇳🇿
Nouvelle-Zelande,2017,1.811,Océanie,🇳🇿
Nouvelle-Zelande,2018,1.719,Océanie,🇳🇿
Nouvelle-Zelande,2019,1.717,Océanie,🇳🇿
Nouvelle-Zelande,2020,1.63,Océanie,🇳🇿
Nouvelle-Zelande,2021,1.647,Océanie,🇳🇿
Nouvelle-Zelande,2022,1.665,Océanie,🇳🇿
Nouvelle-Zelande,2023,1.667,Océanie,🇳🇿
Turquie,1960,6.383,Asie,🇹🇷
Turquie,1961,6.419,Asie,🇹🇷
Turquie,1962,6.382,Asie,🇹🇷
Turquie,1963,6.339,Asie,🇹🇷
Turquie,1964,6.291,Asie,🇹🇷
Turquie,1965,6.22,Asie,🇹🇷
Turquie,1966,6.152,Asie,🇹🇷
Turquie,1967,6.057,Asie,🇹🇷
Turquie,1968,5.962,Asie,🇹🇷
Turquie,1969,5.872,Asie,🇹🇷
Turquie,1970,5.775,Asie,🇹🇷
Turquie,1971,5.671,Asie,🇹🇷
Turquie,1972,5.548,Asie,🇹🇷
Turquie,1973,5.41,Asie,🇹🇷
Turquie,1974,5.243,Asie,🇹🇷
Turquie,1975,5.087,Asie,🇹🇷
Turquie,1976,4.931,Asie,🇹🇷
Turquie,1977,4.784,Asie,🇹🇷
Turquie,1978,4.691,Asie,🇹🇷
Turquie,1979,4.579,Asie,🇹🇷
Turquie,1980,4.453,Asie,🇹🇷
Turquie,1981,4.351,Asie,🇹🇷
Turquie,1982,4.205,Asie,🇹🇷
Turquie,1983,4.056,Asie,🇹🇷
Turquie,1984,3.911,Asie,🇹🇷
Turquie,1985,3.779,Asie,🇹🇷
Turquie,1986,3.658,Asie,🇹🇷
Turquie,1987,3.542,Asie,🇹🇷
Turquie,1988,3.445,Asie,🇹🇷
Turquie,1989,3.336,Asie,🇹🇷
Turquie,1990,3.107,Asie,🇹🇷
Turquie,1991,3.003,Asie,🇹🇷
Turquie,1992,2.939,Asie,🇹🇷
Turquie,1993,2.916,Asie,🇹🇷
Turquie,1994,2.874,Asie,🇹🇷
Turquie,1995,2.835,Asie,🇹🇷
Turquie,1996,2.779,Asie,🇹🇷
Turquie,1997,2.744,Asie,🇹🇷
Turquie,1998,2.707,Asie,🇹🇷
Turquie,1999,2.63,Asie,🇹🇷
Turquie,2000,2.487,Asie,🇹🇷
Turquie,2001,2.392,Asie,🇹🇷
Turquie,2002,2.268,Asie,🇹🇷
Turquie,2003,2.202,Asie,🇹🇷
Turquie,2004,2.197,Asie,🇹🇷
Turquie,2005,2.197,Asie,🇹🇷
Turquie,2006,2.193,Asie,🇹🇷
Turquie,2007,2.183,Asie,🇹🇷
Turquie,2008,2.167,Asie,🇹🇷
Turquie,2009,2.145,Asie,🇹🇷
Turquie,2010,2.08,Asie,🇹🇷
Turquie,2011,2.047,Asie,🇹🇷
Turquie,2012,2.109,Asie,🇹🇷
Turquie,2013,2.107,Asie,🇹🇷
Turquie,2014,2.186,Asie,🇹🇷
Turquie,2015,2.157,Asie,🇹🇷
Turquie,2016,2.115,Asie,🇹🇷
Turquie,2017,2.082,Asie,🇹🇷
Turquie,2018,2.004,Asie,🇹🇷
Turquie,2019,1.886,Asie,🇹🇷
Turquie,2020,1.768,Asie,🇹🇷
Turquie,2021,1.708,Asie,🇹🇷
Turquie,2022,1.625,Asie,🇹🇷
Turquie,2023,1.625,Asie,🇹🇷
Etats-Unis,1960,3.732,Amérique,🇺🇸
Etats-Unis,1961,3.691,Amérique,🇺🇸
Etats-Unis,1962,3.533,Amérique,🇺🇸
Etats-Unis,1963,3.39,Amérique,🇺🇸
Etats-Unis,1964,3.258,Amérique,🇺🇸
Etats-Unis,1965,2.983,Amérique,🇺🇸
Etats-Unis,1966,2.769,Amérique,🇺🇸
Etats-Unis,1967,2.605,Amérique,🇺🇸
Etats-Unis,1968,2.508,Amérique,🇺🇸
Etats-Unis,1969,2.504,Amérique,🇺🇸
Etats-Unis,1970,2.515,Amérique,🇺🇸
Etats-Unis,1971,2.318,Amérique,🇺🇸
Etats-Unis,1972,2.057,Amérique,🇺🇸
Etats-Unis,1973,1.921,Amérique,🇺🇸
Etats-Unis,1974,1.872,Amérique,🇺🇸
Etats-Unis,1975,1.815,Amérique,🇺🇸
Etats-Unis,1976,1.785,Amérique,🇺🇸
Etats-Unis,1977,1.826,Amérique,🇺🇸
Etats-Unis,1978,1.804,Amérique,🇺🇸
Etats-Unis,1979,1.843,Amérique,🇺🇸
Etats-Unis,1980,1.861,Amérique,🇺🇸
Etats-Unis,1981,1.847,Amérique,🇺🇸
Etats-Unis,1982,1.855,Amérique,🇺🇸
Etats-Unis,1983,1.827,Amérique,🇺🇸
Etats-Unis,1984,1.827,Amérique,🇺🇸
Etats-Unis,1985,1.854,Amérique,🇺🇸
Etats-Unis,1986,1.852,Amérique,🇺🇸
Etats-Unis,1987,1.885,Amérique,🇺🇸
Etats-Unis,1988,1.942,Amérique,🇺🇸
Etats-Unis,1989,2.014,Amérique,🇺🇸
Etats-Unis,1990,2.072,Amérique,🇺🇸
Etats-Unis,1991,2.059,Amérique,🇺🇸
Etats-Unis,1992,2.039,Amérique,🇺🇸
Etats-Unis,1993,2.01,Amérique,🇺🇸
Etats-Unis,1994,1.988,Amérique,🇺🇸
Etats-Unis,1995,1.965,Amérique,🇺🇸
Etats-Unis,1996,1.96,Amérique,🇺🇸
Etats-Unis,1997,1.956,Amérique,🇺🇸
Etats-Unis,1998,1.98,Amérique,🇺🇸
Etats-Unis,1999,1.99,Amérique,🇺🇸
Etats-Unis,2000,2.03,Amérique,🇺🇸
Etats-Unis,2001,2.011,Amérique,🇺🇸
Etats-Unis,2002,2.003,Amérique,🇺🇸
Etats-Unis,2003,2.025,Amérique,🇺🇸
Etats-Unis,2004,2.031,Amérique,🇺🇸
Etats-Unis,2005,2.04,Amérique,🇺🇸
Etats-Unis,2006,2.087,Amérique,🇺🇸
Etats-Unis,2007,2.096,Amérique,🇺🇸
Etats-Unis,2008,2.053,Amérique,🇺🇸
Etats-Unis,2009,1.987,Amérique,🇺🇸
Etats-Unis,2010,1.916,Amérique,🇺🇸
Etats-Unis,2011,1.879,Amérique,🇺🇸
Etats-Unis,2012,1.862,Amérique,🇺🇸
Etats-Unis,2013,1.84,Amérique,🇺🇸
Etats-Unis,2014,1.848,Amérique,🇺🇸
Etats-Unis,2015,1.832,Amérique,🇺🇸
Etats-Unis,2016,1.804,Amérique,🇺🇸
Etats-Unis,2017,1.753,Amérique,🇺🇸
Etats-Unis,2018,1.715,Amérique,🇺🇸
Etats-Unis,2019,1.684,Amérique,🇺🇸
Etats-Unis,2020,1.616,Amérique,🇺🇸
Etats-Unis,2021,1.634,Amérique,🇺🇸
Etats-Unis,2022,1.665,Amérique,🇺🇸
Etats-Unis,2023,1.624,Amérique,🇺🇸
