country,countryEn,year,page,rank,region,regionEn,cages,countryflag,countryflagEn,data
Turquie,Türkiye,2011,25.49389457702637,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2011,21.35622024536133,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2011,19.59870147705078,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2011,18.54324340820313,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Corée du Sud,South Korea,2011,15.79239559173584,7,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Russie,Russia,2011,15.37437152862549,8,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2011,15.04849910736084,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Italie,Italy,2011,14.00685501098633,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2011,13.57900905609131,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2011,13.28949642181396,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2011,23.65274047851563,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2011,20.68793296813965,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2011,20.52149772644043,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2011,18.86558151245117,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2011,17.05547142028809,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2011,13.06632995605469,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2011,12.59634971618652,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2011,11.71715259552002,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2011,11.35038375854492,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2011,10.0737419128418,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2011,7.267605304718018,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2011,6.183298110961914,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,2012,29.01831245422363,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2012,28.13837814331055,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2012,25.10854911804199,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2012,21.48888397216797,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2012,19.50638580322266,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2012,18.53470230102539,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2012,15.7112979888916,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Corée du Sud,South Korea,2012,15.18803882598877,8,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Portugal,Portugal,2012,14.94410800933838,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Italie,Italy,2012,13.97149753570557,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2012,13.39080619812012,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2012,13.19609260559082,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2012,24.5126781463623,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2012,20.99664497375488,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2012,20.63764953613281,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2012,19.20037269592285,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2012,17.48309707641602,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2012,13.37660789489746,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2012,12.7129955291748,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2012,12.08224010467529,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2012,11.70339679718018,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2012,10.34219646453857,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2012,7.340837955474854,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2012,6.28324031829834,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,2013,28.68286323547363,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2013,28.19032287597656,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2013,24.70392608642578,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2013,21.50142478942871,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2013,19.40921592712402,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2013,18.4442081451416,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2013,16.0854377746582,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2013,14.77793502807617,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Corée du Sud,South Korea,2013,14.6611852645874,9,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Italie,Italy,2013,13.91774272918701,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2013,13.23255443572998,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2013,13.09008312225342,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2013,25.41206359863281,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2013,21.33067321777344,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2013,20.81297492980957,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2013,19.62765884399414,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2013,17.92957878112793,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2013,13.70119285583496,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2013,12.88378429412842,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2013,12.44751358032227,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2013,12.09714317321777,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2013,10.58999729156494,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2013,7.433121204376221,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2013,6.393658638000488,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,2014,28.34453201293945,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2014,28.22106552124023,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2014,24.27580642700195,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2014,21.4354305267334,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2014,19.30634498596191,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2014,18.34606742858887,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2014,16.47036361694336,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2014,14.55565071105957,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Corée du Sud,South Korea,2014,14.19950866699219,9,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Italie,Italy,2014,13.82755184173584,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2014,13.17913722991943,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2014,12.97072601318359,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2014,26.22618675231934,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2014,21.69787406921387,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2014,20.95866775512695,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2014,20.11410140991211,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2014,18.38787269592285,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2014,14.00892639160156,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2014,13.16835975646973,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2014,12.79519081115723,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2014,12.52540874481201,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2014,10.79529762268066,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2014,7.525186538696289,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2014,6.514463901519775,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2015,28.24300003051758,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Mexique,Mexico,2015,27.97775268554688,2,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,2015,23.86273002624512,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2015,21.3179759979248,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2015,19.19169425964355,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2015,18.24496078491211,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2015,16.85481834411621,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2015,14.29875469207764,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Corée du Sud,South Korea,2015,13.76383495330811,9,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Italie,Italy,2015,13.70686626434326,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2015,13.21011066436768,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2015,12.84437656402588,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2015,26.92300415039063,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2015,22.02852630615234,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2015,21.05335426330566,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2015,20.57425308227539,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2015,18.85162734985352,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2015,14.31022453308105,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2015,13.53446483612061,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2015,13.11025428771973,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2015,12.95468521118164,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2015,11.01782703399658,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2015,7.618432521820068,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2015,6.650848388671875,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2016,28.25183296203613,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Mexique,Mexico,2016,27.58025741577148,2,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,2016,23.55477142333984,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2016,21.15322113037109,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2016,19.06723022460938,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2016,18.08316230773926,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2016,17.20408630371094,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2016,14.08277225494385,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Italie,Italy,2016,13.5548620223999,9,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Corée du Sud,South Korea,2016,13.35538387298584,10,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Allemagne,Germany,2016,13.32649326324463,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Japon,Japan,2016,12.7232494354248,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2016,27.51202774047852,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2016,22.30958938598633,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,2016,21.13499641418457,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2016,21.02699851989746,4,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
France,France,2016,19.28466415405273,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2016,14.6147289276123,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2016,13.87152576446533,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Irlande,Ireland,2016,13.39209175109863,8,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Corée du Sud,South Korea,2016,13.36310386657715,9,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,2016,11.261399269104,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2016,7.759651184082031,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2016,6.801589488983154,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2017,28.2489185333252,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Mexique,Mexico,2017,27.16584968566895,2,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,2017,23.32136535644531,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2017,20.94352340698242,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2017,18.9389476776123,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2017,17.93107414245605,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2017,17.45814895629883,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2017,13.90334606170654,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Allemagne,Germany,2017,13.45701885223389,9,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,2017,13.39213466644287,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Corée du Sud,South Korea,2017,13.01578330993652,11,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Japon,Japan,2017,12.60783290863037,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2017,27.97782135009766,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2017,22.55866813659668,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Portugal,Portugal,2017,21.48828315734863,3,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Allemagne,Germany,2017,21.29364013671875,4,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,2017,19.67084884643555,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2017,14.93912315368652,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2017,14.24092864990234,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Corée du Sud,South Korea,2017,13.87374591827393,8,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Irlande,Ireland,2017,13.67204570770264,9,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Israel,Israel,2017,11.49246501922607,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2017,7.94642972946167,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2017,6.965920448303223,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2018,28.20314788818359,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Mexique,Mexico,2018,26.74837875366211,2,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,2018,23.12149429321289,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2018,20.69921112060547,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2018,18.78646850585938,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
France,France,2018,17.78118324279785,6,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Russie,Russia,2018,17.58650016784668,7,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,2018,13.71758460998535,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Allemagne,Germany,2018,13.5626163482666,9,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,2018,13.21749305725098,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Corée du Sud,South Korea,2018,12.71221542358398,11,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Japon,Japan,2018,12.4912223815918,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2018,28.34521675109863,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2018,22.80621337890625,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Portugal,Portugal,2018,21.93239402770996,3,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Allemagne,Germany,2018,21.44976234436035,4,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,2018,20.03942108154297,5,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Etats-Unis,United-States,2018,15.29148578643799,6,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2018,14.63024997711182,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Corée du Sud,South Korea,2018,14.45437526702881,8,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Irlande,Ireland,2018,13.95359134674072,9,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Israel,Israel,2018,11.70129585266113,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,2018,8.171895027160645,11,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,2018,7.144223690032959,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Israel,Israel,2019,28.12446212768555,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Mexique,Mexico,2019,26.34677314758301,2,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,2019,22.96183204650879,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Irlande,Ireland,2019,20.41262435913086,4,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,2019,18.60844039916992,5,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,2019,17.63940238952637,6,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
France,France,2019,17.60874366760254,7,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,2019,13.66259765625,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Portugal,Portugal,2019,13.531907081604,9,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Italie,Italy,2019,13.02389335632324,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Corée du Sud,South Korea,2019,12.4104061126709,11,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Japon,Japan,2019,12.36655902862549,12,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Japon,Japan,2019,28.62877082824707,1,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Italie,Italy,2019,23.10417175292969,2,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Portugal,Portugal,2019,22.39007759094238,3,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
